"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00428465","2001-12-15","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  178",",,0,0800","  267",",,0",,,"   -6",",,0","  -89",",,0",,,,,,,,,"  -89",",,0,0800",,,,,,
"USC00428465","2001-12-16","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    3",",,0",,,"  -83",",,0"," -156",",,0",,,,,,,,," -156",",,0,0800",,,,,,
"USC00428465","2001-12-17","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    5",",,0",,,"   22",",,0"," -156",",,0",,,,,,,,,"   11",",,0,0800",,,,,,
"USC00428465","2001-12-18","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    5",",,0,0800","   10",",,0",,,"   39",",,0","  -67",",,0",,,,,,,,,"  -67",",,0,0800",,,,,,
"USC00428465","2001-12-19","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   11",",,0","  -72",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00428465","2001-12-20","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   50",",,0","  -11",",,0",,,,,,,,,"   11",",,0,0800",,,,,,
"USC00428465","2001-12-21","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   39",",,0","  -56",",,0",,,,,,,,,"  -56",",,0,0800",,,,,,
"USC00428465","2001-12-22","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    5",",,0",,,"  -56",",,0","  -78",",,0",,,,,,,,,"  -78",",,0,0800",,,,,,
"USC00428465","2001-12-23","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    3",",,0",,,"  -56",",,0"," -122",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00428465","2001-12-24","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -61",",,0"," -128",",,0",,,,,,,,," -122",",,0,0800",,,,,,
"USC00428465","2001-12-25","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -78",",,0"," -128",",,0",,,,,,,,," -117",",,0,0800",,,,,,
"USC00428465","2001-12-26","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -33",",,0"," -117",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00428465","2001-12-27","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -50",",,0"," -111",",,0",,,,,,,,,"  -78",",,0,0800",,,,,,
"USC00428465","2001-12-28","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    3",",,0",,,"  -28",",,0","  -78",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00428465","2001-12-29","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   11",",,0","  -50",",,0",,,,,,,,,"  -44",",,0,0800",,,,,,
"USC00428465","2001-12-30","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   48",",,0,0800","   51",",,0",,,"    6",",,0","  -44",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00428465","2001-12-31","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,,"   -6",",,0","  -56",",,0",,,,,,,,,"  -50",",,0,0800",,,,,,
"USC00428465","2002-01-01","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    5",",,0,0800","    8",",,0",,,"   -6",",,0","  -50",",,0",,,,,,,,,"  -33",",,0,0800",,,,,,
"USC00428465","2002-01-02","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"    0",",,0","  -94",",,0",,,,,,,,,"  -94",",,0,0800",,,,,,
"USC00428465","2002-01-03","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"    0",",,0","  -94",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00428465","2002-01-04","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    5",",,0,0800","   13",",,0",,,"   17",",,0","  -50",",,0",,,,,,,,,"  -50",",,0,0800",,,,,,
"USC00428465","2002-01-05","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -17",",,0"," -100",",,0",,,,,,,,,"  -94",",,0,0800",,,,,,
"USC00428465","2002-01-06","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,,"  -17",",,0","  -89",",,0",,,,,,,,,"  -44",",,0,0800",,,,,,
"USC00428465","2002-01-07","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   28",",,0","  -44",",,0",,,,,,,,,"    0",",,0,0800",,,,,,
"USC00428465","2002-01-08","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   50",",,0","  -11",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00428465","2002-01-09","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  106",",,0","   28",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00428465","2002-01-10","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   39",",,0","  -50",",,0",,,,,,,,,"  -50",",,0,0800",,,,,,
"USC00428465","2002-01-11","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -22",",,0","  -50",",,0",,,,,,,,,"  -44",",,0,0800",,,,,,
"USC00428465","2002-01-12","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"    6",",,0","  -44",",,0",,,,,,,,,"  -17",",,0,0800",,,,,,
"USC00428465","2002-01-13","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   72",",,0","  -22",",I,0",,,,,,,,,"  -39",",I,0,0800",,,,,,
"USC00428465","2002-01-14","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -22",",,0","  -94",",,0",,,,,,,,,"  -78",",,0,0800",,,,,,
"USC00428465","2002-01-15","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   17",",,0","  -78",",,0",,,,,,,,,"  -50",",,0,0800",,,,,,
"USC00428465","2002-01-16","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    5",",,0",,,"  -39",",,0"," -128",",,0",,,,,,,,," -128",",,0,0800",,,,,,
"USC00428465","2002-01-17","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    3",",,0",,,"  -83",",,0"," -144",",,0",,,,,,,,," -139",",,0,0800",,,,,,
"USC00428465","2002-01-18","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    8",",,0,0800","   20",",,0",,,"  -56",",,0"," -139",",,0",,,,,,,,," -111",",,0,0800",,,,,,
"USC00428465","2002-01-19","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   38",",,0,0800","   56",",,0",,,"  -78",",,0"," -144",",,0",,,,,,,,," -128",",,0,0800",,,,,,
"USC00428465","2002-01-20","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    8",",,0,0800","    8",",,0","  483",",,0,","  -33",",,0"," -133",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00428465","2002-01-21","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,,"   -6",",,0"," -106",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00428465","2002-01-22","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   23",",,0,0800","   51",",,0",,,"   33",",,0","  -56",",,0",,,,,,,,,"  -56",",,0,0800",,,,,,
"USC00428465","2002-01-23","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    8",",,0,0800","   15",",,0",,,"  -56",",,0"," -150",",,0",,,,,,,,," -144",",,0,0800",,,,,,
"USC00428465","2002-01-24","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    5",",,0,0800","   13",",,0",,,"  -89",",,0"," -150",",,0",,,,,,,,," -133",",,0,0800",,,,,,
"USC00428465","2002-01-25","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   11",",,0"," -133",",,0",,,,,,,,,"    6",",,0,0800",,,,,,
"USC00428465","2002-01-26","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   61",",,0","   -6",",,0",,,,,,,,,"   56",",,0,0800",,,,,,
"USC00428465","2002-01-27","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   10",",,0,0800","   13",",,0",,,"   67",",,0","  -22",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00428465","2002-01-28","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   61",",,0,0800","   51",",,0",,,"    0",",,0","  -33",",,0",,,,,,,,,"  -33",",,0,0800",,,,,,
"USC00428465","2002-01-29","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  104",",,0,0800","  119",",,0",,,"  -33",",,0"," -139",",,0",,,,,,,,," -139",",,0,0800",,,,,,
"USC00428465","2002-01-30","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,," -106",",,0"," -200",",,0",,,,,,,,," -200",",,0,0800",,,,,,
"USC00428465","2002-01-31","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0","  635",",,0,"," -106",",,0"," -200",",,0",,,,,,,,," -150",",,0,0800",,,,,,
"USC00428465","2002-02-01","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","  635",",,0,"," -100",",,0"," -150",",,0",,,,,,,,," -133",",,0,0800",,,,,,
"USC00428465","2002-02-02","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -39",",,0"," -133",",,0",,,,,,,,," -111",",,0,0800",,,,,,
"USC00428465","2002-02-03","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -39",",,0"," -117",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00428465","2002-02-04","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -44",",,0"," -111",",,0",,,,,,,,," -100",",,0,0800",,,,,,
"USC00428465","2002-02-05","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -44",",,0"," -117",",,0",,,,,,,,," -117",",,0,0800",,,,,,
"USC00428465","2002-02-06","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -39",",,0"," -117",",,0",,,,,,,,,"  -89",",,0,0800",,,,,,
"USC00428465","2002-02-07","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   -6",",,0","  -94",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00428465","2002-02-08","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   50",",,0","  -39",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00428465","2002-02-09","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   30",",,0,0800","   36",",,0",,,"  -28",",,0"," -106",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00428465","2002-02-10","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -44",",,0","  -89",",I,0",,,,,,,,," -111",",,0,0800",,,,,,
"USC00428465","2002-02-11","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"    0",",,0"," -111",",,0",,,,,,,,,"  -22",",,0,0800",,,,,,
"USC00428465","2002-02-12","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   22",",,0","  -67",",,0",,,,,,,,,"  -61",",,0,0800",,,,,,
"USC00428465","2002-02-13","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -22",",,0"," -100",",,0",,,,,,,,,"  -89",",,0,0800",,,,,,
"USC00428465","2002-02-14","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   20",",,0,0800","   25",",,0",,,"   33",",,0","  -94",",,0",,,,,,,,,"  -22",",,0,0800",,,,,,
"USC00428465","2002-02-15","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   -6",",,0"," -106",",,0",,,,,,,,," -100",",,0,0800",,,,,,
"USC00428465","2002-02-16","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"    0",",,0"," -100",",,0",,,,,,,,,"  -22",",,0,0800",,,,,,
"USC00428465","2002-02-17","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   61",",,0"," -100",",,0",,,,,,,,,"    6",",,0,0800",,,,,,
"USC00428465","2002-02-18","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    8",",,0",,,"   50",",,0","  -22",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00428465","2002-02-19","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    8",",,0,0800","    3",",,0",,,"   28",",,0","  -61",",,0",,,,,,,,,"  -56",",,0,0800",,,,,,
"USC00428465","2002-02-20","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"  102",",,0",,,"    6",",,0","  -61",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00428465","2002-02-21","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"   28",",,0",,,"   17",",,0","  -83",",,0","    2",",,0",,,"  193",",,0",,,"  -78",",,0,0800",,,,,,
"USC00428465","2002-02-22","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"    6",",,0","  -78",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00428465","2002-02-23","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   94",",,0","  -17",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00428465","2002-02-24","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   10",",,0,0800","   15",",,0",,,"   89",",,0","  -28",",,0",,,,,,,,,"  -22",",,0,0800",,,,,,
"USC00428465","2002-02-25","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    8",",,0,0800","    3",",,0",,,"   17",",,0"," -100",",,0",,,,,,,,," -100",",,0,0800",,,,,,
"USC00428465","2002-02-26","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -44",",,0"," -150",",,0",,,,,,,,," -144",",,0,0800",,,,,,
"USC00428465","2002-02-27","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"    6",",,0"," -150",",,0",,,,,,,,,"  -83",",,0,0800",,,,,,
"USC00428465","2002-02-28","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -11",",,0","  -83",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00428465","2002-03-01","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   28",",,0,0800","   76",",,0",,,"   17",",,0"," -133",",,0",,,,,,,,," -133",",,0,0800",,,,,,
"USC00428465","2002-03-02","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,,"  -72",",,0"," -167",",,0",,,,,,,,," -161",",,0,0800",,,,,,
"USC00428465","2002-03-03","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -61",",,0"," -161",",,0",,,,,,,,," -156",",,0,0800",,,,,,
"USC00428465","2002-03-04","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -44",",,0"," -156",",,0",,,,,,,,," -100",",,0,0800",,,,,,
"USC00428465","2002-03-05","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   28",",,0"," -100",",,0",,,,,,,,,"    0",",,0,0800",,,,,,
"USC00428465","2002-03-06","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   56",",,0","   -6",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00428465","2002-03-07","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  107",",,0,0800","   38",",,0",,,"   78",",,0","   -6",",,0",,,,,,,,,"    6",",,0,0800",,,,,,
"USC00428465","2002-03-08","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  330",",,0,0800","  160",",,0",,,"   11",",,0","  -72",",,0",,,,,,,,,"  -72",",,0,0800",,,,,,
"USC00428465","2002-03-09","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  -72",",,0"," -128",",,0",,,,,,,,," -100",",,0,0800",,,,,,
"USC00428465","2002-03-10","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   33",",,0"," -100",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00428465","2002-03-11","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,,"   56",",,0","  -33",",,0",,,,,,,,,"  -33",",,0,0800",,,,,,
"USC00428465","2002-03-12","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   50",",,0","  -33",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00428465","2002-03-13","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0","  813",",,0,","   56",",,0","    6",",,0",,,,,,,,,"    6",",,0,0800",,,,,,
"USC00428465","2002-03-14","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  191",",,0,0800","  165",",,0","  787",",,0,","    6",",,0","  -89",",,0",,,,,,,,,"  -78",",,0,0800",,,,,,
"USC00428465","2002-03-15","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    8",",,0",,,"  -33",",,0"," -122",",,0",,,,,,,,," -117",",,0,0800",,,,,,
"USC00428465","2002-03-16","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   33",",,0,0800","   84",",,0",,,"  -22",",,0"," -122",",,0",,,,,,,,,"  -67",",,0,0800",,,,,,
"USC00428465","2002-03-17","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  188",",,0,0800","  290",",,0",,,"  -17",",,0","  -72",",,0",,,,,,,,,"  -72",",,0,0800",,,,,,
"USC00428465","2002-03-18","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   30",",,0,0800","   28",",,0",,,"  -44",",,0"," -111",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00428465","2002-03-19","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"    0","T,,0",,,"  -22",",,0"," -111",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00428465","2002-03-20","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   17",",,0"," -106",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00428465","2002-03-21","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   72",",,0","  -39",",,0",,,,,,,,,"   11",",,0,0800",,,,,,
"USC00428465","2002-03-22","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","  838",",,0,","  106",",,0","   11",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00428465","2002-03-23","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  128",",,0","   39",",,0",,,,,,,,,"   61",",,0,0800",,,,,,
"USC00428465","2002-03-24","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  112",",,0,0800","   79",",,0",,,"   78",",,0","  -17",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00428465","2002-03-25","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   23",",,0,0800","   36",",,0",,,"   22",",,0","  -33",",,0",,,,,,,,,"  -17",",,0,0800",,,,,,
"USC00428465","2002-03-26","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   33",",,0","  -39",",,0",,,,,,,,,"  -33",",,0,0800",,,,,,
"USC00428465","2002-03-27","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   61",",,0","  -33",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00428465","2002-03-28","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   89",",,0","    6",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00428465","2002-03-29","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  100",",,0","    6",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00428465","2002-03-30","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"   89",",,0","   -6",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00428465","2002-03-31","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  100",",,0","    6",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00428465","2002-04-01","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,,,"  660",",G,0,","  117",",,0","  -39",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00428465","2002-04-02","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  133",",,0","   39",",,0",,,,,,,,,"   56",",,0,0800",,,,,,
"USC00428465","2002-04-03","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  117",",,0","    6",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00428465","2002-04-04","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  117",",,0","   17",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00428465","2002-04-05","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  144",",,0","   39",",,0",,,,,,,,,"   67",",,0,0800",,,,,,
"USC00428465","2002-04-06","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  156",",,0","   56",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00428465","2002-04-07","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  156",",,0","   28",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00428465","2002-04-08","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  117",",,0","   11",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00428465","2002-04-09","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  111",",,0","   17",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00428465","2002-04-10","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    0","P,,0",,,"  139",",,0","   39",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00428465","2002-04-11","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  100",",,0","    6",",,0",,,,,,,,,"   11",",,0,0800",,,,,,
"USC00428465","2002-04-12","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    3",",,0,0800","    0","P,,0",,,"  117",",,0","    6",",,0",,,,,,,,,"   56",",,0,0800",,,,,,
"USC00428465","2002-04-13","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  144",",,0","   33",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00428465","2002-04-14","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  167",",,0","   39",",,0",,,,,,,,,,,,,,,,
"USC00428465","2002-04-15","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  189",",,0","  111",",,0",,,,,,,,,"  133",",,0,0800",,,,,,
"USC00428465","2002-04-16","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  112",",,0,0800","   43",",,0",,,"  161",",,0","  -39",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00428465","2002-04-17","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","T,,0,0800","    0","T,,0","    0","P,,0,","   44",",,0","  -44",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00428465","2002-04-18","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,"   76",",,0",,,"   44",",,0","  -50",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00428465","2002-04-24","40.3913","-111.5766","2017.8","SUNDANCE, UT US",,,,,,,"  156",",,0","  -39",",,0","    6",",,0",,,"  180",",,0",,,"   11",",,0,0800",,,,,,
"USC00428465","2002-04-25","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0",,,"  122",",,0","   17",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00428465","2002-04-26","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  156",",,0","   50",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00428465","2002-04-27","40.3913","-111.5766","2017.8","SUNDANCE, UT US","   81",",,0,0800","    3",",,0","    0","P,,0,","  150",",,0","   11",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00428465","2002-04-28","40.3913","-111.5766","2017.8","SUNDANCE, UT US","  254",",,0,0800","   46",",,0","    0","P,,0,","   28",",,0","    0",",,0",,,,,,,,,"   28",",,0,0800",,,,,,
"USC00428465","2002-04-29","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","   78",",,0","   28",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00428465","2002-04-30","40.3913","-111.5766","2017.8","SUNDANCE, UT US","    0","P,,0,0800","    0","P,,0","    0","P,,0,","  178",",,0","   39",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
