"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1UTSM0012","2021-03-06","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-03-07","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-03-08","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-03-09","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0","T,,N","    0","T,,N",,,,,,,,,,
"US1UTSM0012","2021-03-10","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","   18",",,N","   33",",,N",,,,,,,,,"   20",",,N"
"US1UTSM0012","2021-03-11","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","   58",",,N","   79",",,N",,,,,,,,,"   56",",,N"
"US1UTSM0012","2021-03-12","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","   23",",,N","   28",",,N",,,,,,,,,"   25",",,N"
"US1UTSM0012","2021-03-13","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","   13",",,N","   25",",,N",,,,,,,,,"   13",",,N"
"US1UTSM0012","2021-03-14","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","   13",",,N","   13",",,N",,,,,,,,,"   13",",,N"
"US1UTSM0012","2021-03-15","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-03-16","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","   51",",,N","   38",",,N",,,,,,,,,"   53",",,N"
"US1UTSM0012","2021-03-17","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0","T,,N","    0","T,,N",,,,,,,,,"    0","T,,N"
"US1UTSM0012","2021-03-18","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0","T,,N","    0","T,,N",,,,,,,,,"    0","T,,N"
"US1UTSM0012","2021-03-20","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0","T,,N",,,,,,,,,,,,
"US1UTSM0012","2021-03-21","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","  178",",,N","  221",",,N",,,,,,,,,"  173",",,N"
"US1UTSM0012","2021-03-22","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0","T,,N",,,"   94",",,N",,,,,,,,
"US1UTSM0012","2021-03-23","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0","T,,N","    0","T,,N",,,,,,,,,"    0","T,,N"
"US1UTSM0012","2021-03-24","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0","T,,N","    0","T,,N",,,,,,,,,,
"US1UTSM0012","2021-03-25","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-03-26","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","   41",",,N","   58",",,N",,,,,,,,,"   41",",,N"
"US1UTSM0012","2021-03-27","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0","T,,N","    0","T,,N",,,,,,,,,"    0","T,,N"
"US1UTSM0012","2021-03-28","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-03-29","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-03-30","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-03-31","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-01","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-02","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-03","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-04","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-05","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-06","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","   36",",,N","   81",",,N",,,,,,,,,"   43",",,N"
"US1UTSM0012","2021-04-07","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-08","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-09","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-10","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-12","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-13","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-14","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    8",",,N","   56",",,N",,,,,,,,,"    8",",,N"
"US1UTSM0012","2021-04-15","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","  208",",,N","  292",",,N",,,,,,,,,"  226",",,N"
"US1UTSM0012","2021-04-16","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","   13",",,N","    8",",,N",,,,,,,,,"    8",",,N"
"US1UTSM0012","2021-04-18","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-19","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-20","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0","T,,N","    0","T,,N",,,,,,,,,"    0","T,,N"
"US1UTSM0012","2021-04-21","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0",",,N","    0",",,N",,,,,,,,,,
"US1UTSM0012","2021-04-22","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0","T,,N","    0","T,,N",,,,,,,,,"    0","T,,N"
"US1UTSM0012","2021-04-23","40.67534","-111.49992","2051.9","PARK CITY 1.4 NNW, UT US","    0","T,,N","    0","T,,N",,,,,,,,,"    0","T,,N"
